name,type,address,description,stages,child_friendly_features,tags,lat,lng,submitted_by,rating,is_seed
Seattle Japanese Garden,Park,"1075 E Lk Washington Blvd, Seattle, WA 98112, USA","You'll experience the magic of a carefully designed Japanese garden where winding paths, koi ponds, and peaceful bridges captivate children's imaginations. Kids love exploring the different garden rooms and spotting fish in the water features.","[""toddler"",""preschool"",""school-age"",""all-ages""]","[""paved-paths"",""shade"",""stroller-friendly"",""restrooms-nearby""]","[""madison-park"",""garden"",""cultural"",""peaceful""]",47.6290005,-122.2962936,admin,4.6,false
Volunteer Park Conservatory,Park,"1400 E Galer St, Seattle, WA 98112, USA","You'll step into a lush conservatory bursting with tropical plants and exotic flowers that make kids feel like they've traveled somewhere far away. The warm, humid greenhouse is especially magical on rainy Seattle days.","[""infant"",""toddler"",""preschool"",""school-age"",""all-ages""]","[""paved-paths"",""shade"",""stroller-friendly"",""restrooms-nearby""]","[""capitol-hill"",""rainy-day"",""garden"",""sensory-friendly""]",47.632123,-122.315728,admin,4.8,false
Vista Gardens,Park,"124 NE 31st St, Bremerton, WA 98310, USA","You'll discover a waterfront gem in Bremerton with accessible paths, beach access, and beautiful gardens perfect for a day trip across Puget Sound. Kids love combining garden exploration with beach time and splash pad play.","[""infant"",""toddler"",""preschool"",""school-age"",""all-ages""]","[""paved-paths"",""shade"",""stroller-friendly"",""beach-access""]","[""bremerton"",""beach"",""outdoor"",""day-trip""]",47.5925497,-122.6504922,admin,5,false
Japanese Maples,Park,"J. A. Witt Winter Garden, Azalea Way, Seattle, WA 98112, USA","You'll wander through a stunning winter garden where Japanese maples create natural art at every turn, especially breathtaking in autumn. Kids enjoy discovering surprises along the gentle paths and colorful seasonal changes.","[""toddler"",""preschool"",""school-age"",""all-ages""]","[""paved-paths"",""shade"",""stroller-friendly"",""easy-grade""]","[""arboretum"",""seasonal"",""garden"",""peaceful""]",47.6374732,-122.2950558,admin,4.5,false
Arboretum Foundation,Park,"2300 Arboretum Dr E, Seattle, WA 98112, USA","You'll explore 230 acres of diverse gardens and nature trails where kids can discover native plants, seasonal blooms, and peaceful woodland paths. The Arboretum is perfect for stroller walks or letting school-age kids roam and explore.","[""infant"",""toddler"",""preschool"",""school-age"",""all-ages""]","[""paved-paths"",""shade"",""stroller-friendly"",""nature-play""]","[""arboretum"",""outdoor"",""nature"",""free""]",47.6397163,-122.2944631,admin,4.7,false
Seattle Chinese Garden,Park,"6000 16th Ave SW, Seattle, WA 98106, USA","You'll find yourself transported to ancient China through beautiful architecture, water features, and intricately designed garden rooms that spark curiosity. Kids love discovering hidden pathways and the interactive elements throughout this unique cultural space.","[""toddler"",""preschool"",""school-age"",""all-ages""]","[""paved-paths"",""shade"",""stroller-friendly"",""restrooms-nearby""]","[""beacon-hill"",""cultural"",""garden"",""unique""]",47.5517747,-122.3524943,admin,4.6,false
Heronswood Garden,Park,"7530 NE 288th St, Kingston, WA 98346, USA","You'll experience a world-class garden destination north of Seattle featuring rare plants, woodland trails, and seasonal displays that enchant visitors of all ages. Kids are mesmerized by the diverse plant collections and the natural beauty spanning multiple garden rooms.","[""toddler"",""preschool"",""school-age"",""all-ages""]","[""paved-paths"",""shade"",""stroller-friendly"",""restrooms-nearby""]","[""kingston"",""day-trip"",""garden"",""nature""]",47.82080939999999,-122.5490891,admin,4.9,false
Parsons Gardens,Park,"650 W Highland Dr, Seattle, WA 98119, USA","You'll discover a hidden West Seattle gem with stunning views, rose gardens, and quiet spaces perfect for toddler strolls and nature exploration. Kids love the colorful plantings and the peaceful atmosphere away from busy streets.","[""infant"",""toddler"",""preschool"",""school-age"",""all-ages""]","[""paved-paths"",""shade"",""stroller-friendly"",""easy-grade""]","[""west-seattle"",""garden"",""views"",""peaceful""]",47.6298676,-122.3661227,admin,4.7,false
Pike Place Urban Garden,Park,"81 Pike St, Seattle, WA 98101, USA",You'll find a charming rooftop garden right in the heart of Pike Place Market where kids can enjoy green space above the bustling crowds. The garden offers a calm retreat with seasonal plantings and a unique perspective of downtown Seattle.,"[""toddler"",""preschool"",""school-age"",""all-ages""]","[""paved-paths"",""shade"",""restrooms-nearby"",""easy-grade""]","[""downtown"",""pike-place"",""urban"",""free""]",47.6083657,-122.3406027,admin,4.6,false
Graham Visitors Center,Park,"2300 Arboretum Dr E, Seattle, WA 98112, USA","You'll discover beautiful paved paths winding through the Washington Park Arboretum where strollers glide smoothly past towering trees and seasonal blooms. Kids love spotting wildlife and splashing in the nearby water features while parents enjoy the peaceful, shade-filled atmosphere.","[""infant"",""toddler"",""preschool"",""school-age"",""all-ages""]","[""paved-paths"",""stroller-friendly"",""shade"",""restrooms-nearby""]","[""free"",""outdoor"",""arboretum"",""rainy-day""]",47.6397846,-122.294488,admin,4.4,false
